visit_id,query,item_id,item_name,search_index,view_time,hold_id
93220,air nailer,2715,Pneumatic nail gun (requires air compressor),13,2024-09-07 05:02:27 UTC,
114806,level,4384,Level (large),18,2024-10-05 12:23:55 UTC,44567
125078,dry wall,4994,Taping knife,11,2024-11-06 22:20:58 UTC,45828
78015,pressure washer,1341,Power washer,6,2024-08-08 16:55:24 UTC,
77648,carpet cleaner ,2824,Carpet and upholstery cleaner,5,2024-08-07 19:46:17 UTC,
103303,planer,4427,Thickness planer,3,2024-09-14 15:19:57 UTC,
101669,laser level,1266,Laser level (self leveling),1,2024-09-11 01:36:32 UTC,
100801,multi tool,3836,Cordless oscillating multi-tool,19,2024-09-09 20:24:08 UTC,
100907,lawn,3120,Cordless electric lawn mower,3,2024-09-10 01:28:05 UTC,
127230,oscillating,5299,Oscillating multi-tool,5,2024-11-14 16:13:50 UTC,
75631,coolers,4540,Cooler,18,2024-08-03 17:37:52 UTC,
81686,table saw,3747,Benchtop table saw,3,2024-08-15 23:06:12 UTC,
76055,mower,3185,Cordless electric lawn mower,7,2024-08-04 17:40:28 UTC,41536
83418,welder,490,MIG welder,1,2024-08-20 12:55:54 UTC,
118402,3d printer,3602,3D printer,1,2024-10-14 21:28:16 UTC,
101770,carpet cleaner,4373,Carpet cleaner,1,2024-09-11 11:00:03 UTC,
113043,video cam,3351,Digital camcorder,1,2024-09-29 03:53:25 UTC,44347
100860,purifier,3924,Air purifier,1,2024-09-09 22:18:37 UTC,
91199,rug tufted,3037,Manual tufting tool,1,2024-09-02 13:07:58 UTC,
124237,headlamp,5102,Headlamp,16,2024-11-03 00:56:11 UTC,45716
113477,hex,4638,Security bit set,12,2024-09-30 19:03:25 UTC,
77646,metal detector,3403,Metal detector,2,2024-08-07 23:14:12 UTC,41710
109232,vacuum,4988,Handheld vacuum,1,2024-09-25 00:18:31 UTC,44120
102902,belt sander,391,Belt sander,4,2024-09-13 21:31:42 UTC,
114876,brad nailer,4533,Pneumatic staple gun,2,2024-10-05 15:54:31 UTC,
109859,shop vac,829,Shop-vac,9,2024-09-26 14:56:04 UTC,44157
105307,saw,926,Bow saw,170,2024-09-16 20:57:57 UTC,
79741,ice cream maker,3581,Two bowl ice cream maker,1,2024-08-12 19:16:37 UTC,
118320,camping,2267,Camping pot,52,2024-10-14 15:21:30 UTC,44983
77257,power washer,4855,Power washer,1,2024-08-07 01:57:05 UTC,
84925,paint ,154,Paint roller,19,2024-08-24 02:55:18 UTC,42567
91042,weedwhacker,1093,String trimmer,1,2024-09-01 22:33:00 UTC,
81752,solder,3309,Soldering iron,8,2024-08-16 02:30:55 UTC,
84265,pry bars,3537,Pry bar,27,2024-08-22 17:56:26 UTC,
82388,planer,3247,Planer,5,2024-08-17 20:12:00 UTC,
109124,steam ,4849,Power steamer,4,2024-09-24 17:15:45 UTC,
92584,washer,3637,Pressure washer surface cleaner,1,2024-09-05 19:23:56 UTC,
84031,sleeping bag,4940,Sleeping pad,35,2024-08-22 03:57:37 UTC,
100316,drain cleaner,3862,Auger-drain cleaner,2,2024-09-09 02:06:20 UTC,43289
109914,air compressor ,5240,Portable air compressor w/ air hose,1,2024-09-26 16:22:40 UTC,
115877,ladder,5153,Ladder,2,2024-10-09 16:01:15 UTC,
125814,crosscut,4370,Track saw,1,2024-11-09 14:39:46 UTC,
84776,camp stove,5061,Portable gas stove (BUTANE),5,2024-08-23 18:55:53 UTC,
75571,buffer,3599,Orbital buffer,3,2024-08-03 15:41:52 UTC,
102675,sleeping pad,4943,Sleeping pad,20,2024-09-13 05:23:27 UTC,
118293,serger,1419,Serger (3/4 Thread Serger with Differential Feed),1,2024-10-14 14:00:50 UTC,
120093,brad nailer,2266,Cordless nail gun,15,2024-10-20 20:12:00 UTC,45221
83386,carpet cleaner,3363,Carpet and upholstery cleaner,8,2024-08-20 08:09:53 UTC,
87748,embroidery,5099,Sewing and quilting machine,3,2024-08-26 19:36:04 UTC,
114126,tile,2593,Tile cutter,2,2024-10-03 00:17:25 UTC,44486
125723,ratchet cutter,3906,Pex pipe cutter,5,2024-11-08 23:42:36 UTC,
124041,metal cutter,4753,Double cut saw,20,2024-11-02 04:40:03 UTC,
78922,trimmer,3391,String trimmer,11,2024-08-10 18:51:44 UTC,
89747,plan,3780,Hand plane,3,2024-08-29 16:18:12 UTC,
102939,sewing machine,5099,Sewing and quilting machine,8,2024-09-13 23:28:04 UTC,
102263,staple ,2539,Electric staple gun,16,2024-09-12 06:49:42 UTC,
125110,jig,3857,Cabinet hardware jig,43,2024-11-06 22:27:24 UTC,45835
118729,drywall ,2546,Drywall screw gun,4,2024-10-15 23:56:31 UTC,45042
77652,sewing machine,281,Sewing machine,2,2024-08-07 19:51:19 UTC,
119192,gardening,5041,Electric pruning shears,190,2024-10-17 18:30:49 UTC,
114454,wheelbarrow ,5008,Metal wheelbarrow,5,2024-10-04 05:19:33 UTC,
76197,camp stove,5085,Camping cookware mess kit,20,2024-08-05 00:26:59 UTC,
126116,tile,4119,Tile saw,17,2024-11-10 20:01:57 UTC,
115537,impact driver,3171,Impact driver,7,2024-10-08 00:16:52 UTC,
125230,buffer,3599,Orbital buffer,3,2024-11-07 13:13:47 UTC,
79193,camera,47,Film camera,6,2024-08-10 23:46:50 UTC,
77284,oscillating,3839,Cordless oscillating multi-tool,8,2024-08-07 02:54:57 UTC,
115916,clamp,157,C-clamps,10,2024-10-09 19:14:30 UTC,
114064,conduit bender,3355,Conduit bender,2,2024-10-02 20:40:12 UTC,
119404,heat gun,4899,Infrared thermometer,11,2024-10-18 15:39:24 UTC,
105871,trimmer,565,Electric hedge trimmer,14,2024-09-18 15:40:02 UTC,
126495,jack,2430,Film to digital converter,23,2024-11-12 02:03:57 UTC,
125672,jigsaw,292,Jig saw,5,2024-11-08 20:26:03 UTC,
93420,shovel,535,Square point shovel,10,2024-09-07 13:36:43 UTC,43188
117568,cleaner,3824,Carpet and upholstery cleaner,2,2024-10-12 22:54:28 UTC,
125078,dry wall,4394,Taping knife,9,2024-11-06 22:20:42 UTC,45827
93860,sewing,4397,Sewing Machine,2,2024-09-07 23:53:43 UTC,
127262,nailer,5132,Cordless nail gun,16,2024-11-14 18:22:38 UTC,
113316,circular saws,3720,Circular saw,3,2024-09-30 05:21:45 UTC,
102920,3d printer,4142,3D printer,2,2024-09-13 22:09:30 UTC,
85007,sander,3837,Orbital sander,14,2024-08-24 14:45:42 UTC,
114457,video camera,3351,Digital camcorder,1,2024-10-04 05:34:38 UTC,
91602,notched trowel,664,Notched trowel,4,2024-09-03 18:36:58 UTC,43032
114539,weed,2508,Weed puller,9,2024-10-04 15:42:20 UTC,
124889,jig saw,4248,Orbital jig saw,6,2024-11-05 21:17:16 UTC,
88999,camping,4418,Camping tent,1,2024-08-27 17:30:52 UTC,
78893,drain ,3861,Drain snake,3,2024-08-10 15:26:29 UTC,
118909,table saw,5202,Scroll saw,1,2024-10-16 18:12:17 UTC,
115881,hole saw,4067,Hole saw set,3,2024-10-09 16:33:25 UTC,44736
100663,air purifier,3924,Air purifier,1,2024-09-09 16:40:48 UTC,
127227,jigsaw,2405,Orbital jig saw,8,2024-11-14 16:07:53 UTC,
114030,wire stripper,2038,Automatic wire stripper,1,2024-10-02 18:12:39 UTC,
82137,tile cutter,4539,Tile cutter,6,2024-08-17 03:26:37 UTC,42129
75532,crate,3381,Collapsible pet crate,1,2024-08-03 14:04:22 UTC,
77949,float,5171,Finishing trowel,17,2024-08-08 16:40:26 UTC,41729
78574,chair,4139,Camping chair,1,2024-08-09 20:15:42 UTC,
92835,compound miter saw,3887,Compound miter saw,6,2024-09-06 15:37:45 UTC,
114003,barrow,2830,Wheelbarrow,1,2024-10-02 16:52:26 UTC,
104308,ladder,5153,Ladder,2,2024-09-15 23:52:42 UTC,
116355,drills,5214,Cordless drill,12,2024-10-10 18:09:54 UTC,44820
93923,carpet shampoo,3824,Carpet and upholstery cleaner,4,2024-09-08 02:02:48 UTC,
78924,hammer drill,3950,SDS bit set,6,2024-08-10 16:47:52 UTC,
79316,tents,5159,Camping tent,1,2024-08-11 12:39:23 UTC,
86211,sewing machine,4857,Sewing machine,7,2024-08-25 09:28:37 UTC,
91111,multi tool,2191,Oscillating multi-tool,1,2024-09-02 02:56:27 UTC,
109328,staple gun,2539,Electric staple gun,10,2024-09-25 08:37:57 UTC,
83509,tent,3949,Camping tent,12,2024-08-20 19:56:22 UTC,
84073,hedge trimmer,565,Electric hedge trimmer,3,2024-08-22 07:46:48 UTC,
105685,sleeping pad,5165,Sleeping pad,1,2024-09-17 21:42:26 UTC,
125128,level,746,Level (large),2,2024-11-07 00:36:37 UTC,
108774,waffle,5239,Train set waffle maker,1,2024-09-23 20:47:26 UTC,44065
114129,steamer,4492,Garment steamer,2,2024-10-03 00:31:28 UTC,
116361,mill,204,Camera lens,21,2024-10-10 17:11:18 UTC,
85015,backpack,3716,Beach chairs (set of 2),1,2024-08-24 15:52:50 UTC,
90075, miter saw,836,Sliding compound miter saw,3,2024-08-30 07:19:19 UTC,
116361,bench,2431,Benchtop belt sander,1,2024-10-10 17:23:14 UTC,
125105,speed square ,2550,Speed square,2,2024-11-06 22:22:39 UTC,
102309,kit,2050,Cake decorating kit,5,2024-09-12 12:43:24 UTC,
125266,trowel,664,Notched trowel,2,2024-11-07 16:23:48 UTC,45869
116355,drills,5212,Cordless drill,10,2024-10-10 18:09:37 UTC,44819
105757,staple gun,4375,Staple gun,6,2024-09-18 05:02:07 UTC,43775
112411,clamp,4779,Bar clamp pair,8,2024-09-27 17:57:09 UTC,44249
79403,tent,1215,Camping tent,21,2024-08-11 18:57:53 UTC,
117383,film,2885,Photo scanner,11,2024-10-12 15:01:16 UTC,
126818,torch,3195,Creme brûlée torch,1,2024-11-13 04:09:21 UTC,
90131,camping,5073,Hammock,33,2024-08-30 12:42:33 UTC,
92830,painting,2558,Paint shield,15,2024-09-06 15:47:44 UTC,43157
78870,rug cleaner,4424,Carpet cleaner,3,2024-08-10 14:42:01 UTC,41849
82403,rotary tool,402,Dremel rotary tool with accessory kit,4,2024-08-17 20:48:05 UTC,
116767,table saw,5217,Portable table saw,3,2024-10-11 15:08:48 UTC,
115521,air hammer,4808,Air hammer,1,2024-10-07 22:38:37 UTC,44674
85517,table saw,4175,Jobsite table saw,1,2024-08-24 22:23:59 UTC,
84824,edger,4423,String trimmer and edger,8,2024-08-23 22:04:03 UTC,
79920,vacuum,3755,H.E.P.A. filtered vacuum (dry only),9,2024-08-13 01:40:09 UTC,
125094,vacuum,4468,Shop-vac (no wheels),37,2024-11-06 21:22:06 UTC,
114917,snake,3861,Drain snake,2,2024-10-05 17:05:05 UTC,
76650,staple gun,3653,Staple gun,9,2024-08-06 00:14:46 UTC,
91385,rototiller,4815,Electric rototiller,5,2024-09-03 02:00:07 UTC,43005
123836,hardwood,3053,Hardwood flooring cleat nailer,2,2024-11-01 17:08:22 UTC,45599
102783,camping,4680,Camping tent,2,2024-09-13 15:53:13 UTC,43504
118650,drain snake,3862,Auger-drain cleaner,7,2024-10-15 18:45:15 UTC,
123488,microphone,32,USB microphone,2,2024-10-30 23:38:03 UTC,
92901,jack,4569,Hydraulic floor jack,11,2024-09-06 18:59:19 UTC,
84846,gas stove,5059,Portable gas stove (BUTANE),3,2024-08-23 21:42:06 UTC,
73625,oscillating tool,3604,Oscillating multi-tool,8,2024-08-01 16:56:02 UTC,41379
101850,vaccume ,3850,Vacuum cleaner,4,2024-09-11 15:00:29 UTC,
101973,torque,5243,Torque wrench set,8,2024-09-11 19:41:55 UTC,
88779,sockets,5181,Socket set,9,2024-08-27 02:36:08 UTC,
100495,level,3897,Multi-line 360° laser level (auto-leveling),2,2024-09-09 12:02:31 UTC,43299
105757,staple gun,632,Staple gun,4,2024-09-18 04:56:25 UTC,43774
78927,garden ,4972,Soil block maker,189,2024-08-10 17:40:38 UTC,
119862,rivet,298,"Eyeleting, riveting, and punching tool",10,2024-10-19 23:16:54 UTC,
106772,router bit,1208,Router bit - Roman Ogee,8,2024-09-20 18:12:06 UTC,
115888,tent,5189,Pop-up tent,16,2024-10-09 16:51:29 UTC,
107813,saw,2613,Circular saw,62,2024-09-21 16:00:43 UTC,
83998,cricut,3632,Digital cutting machine,2,2024-08-22 02:16:00 UTC,
81184,cordless drill,870,Cordless drill,14,2024-08-14 18:29:38 UTC,
91962,rake,3659,Bow rake,1,2024-09-04 18:48:40 UTC,43062
82548,swimming pool,3909,Folding chair,4,2024-08-18 07:04:55 UTC,
102525,miter,7,Miter saw,12,2024-09-12 20:02:46 UTC,
125550,cooler,1228,Cooler,12,2024-11-08 14:37:24 UTC,
78933,leaf grabber,1001,Leaf grabber,2,2024-08-10 17:12:09 UTC,41869
108726,camping,2267,Camping pot,6,2024-09-23 15:05:12 UTC,
114230,grinder,95,Bench grinder,11,2024-10-03 14:22:18 UTC,
121109,air compressor,4401,Portable air compressor w/ air hose,4,2024-10-23 00:05:06 UTC,
114592,wood burner,2538,Wood burning pen,1,2024-10-04 17:45:10 UTC,
108307,pressure washer,4854,Power washer,13,2024-09-21 22:34:18 UTC,
105348,masonry drill bits,314,Masonry drill bits,1,2024-09-16 23:46:28 UTC,
122444,2253,1539,Stapler/ Nail gun,1,2024-10-26 18:23:10 UTC,45407
84983,sander,4839,Orbital sander (+finish & detailer),1,2024-08-24 13:03:56 UTC,
90283,hex,3176,Hex wrench set,2,2024-08-30 17:29:27 UTC,
77539,projector,5115,Mini LCD projector,1,2024-08-07 16:03:37 UTC,
123359,folding table ,3322,Folding table,2,2024-10-30 16:37:27 UTC,
105310,saw,142,Circular saw,46,2024-09-16 21:00:57 UTC,43710
125875,2979,2763,Bar clamp - 12 inches,1,2024-11-09 17:40:54 UTC,46007
83173,impact gun,3171,Impact driver,7,2024-08-19 17:21:42 UTC,
79359,canopy tent ,2496,Pop up canopy,4,2024-08-11 15:31:46 UTC,
81476,flooring,3052,Flooring installation kit,5,2024-08-15 14:32:43 UTC,
85105,camp stove,3405,Canister stove,9,2024-08-24 16:25:42 UTC,
80008,steam,2712,Power steamer,2,2024-08-13 12:32:06 UTC,
105880,welding,4825,MIG welder,1,2024-09-18 16:03:51 UTC,
109041,sander,2193,Sheet sander,65,2024-09-24 13:50:55 UTC,
77409,tile,4660,Mud pan,67,2024-08-07 14:10:54 UTC,41675
112947,power washer,4958,Power washer,15,2024-09-28 20:19:10 UTC,44319
121063, mallet,4429,Flooring tapping block,26,2024-10-22 20:02:47 UTC,
92506,shovel,530,Shovel,16,2024-09-05 17:18:58 UTC,
118898,basin wrench,604,Basin wrench,1,2024-10-16 18:04:12 UTC,
82795,impact drill,4096,Hammer drill,3,2024-08-19 03:44:31 UTC,
87824,spring,4587,Spring compressor,1,2024-08-26 21:11:17 UTC,
113863,heat gun,1415,Heat gun,4,2024-10-02 03:35:49 UTC,
93141,buffer,4817,Orbital buffer,4,2024-09-07 01:51:22 UTC,
78981,see,3601,FREE SEEDS! (Click here for details),1,2024-08-10 18:25:03 UTC,
106864,masonry bits,5220,Masonry drill bit set,1,2024-09-20 23:29:53 UTC,
83955,pressure washer,3637,Pressure washer surface cleaner,5,2024-08-21 23:40:32 UTC,
109631,sewing machine,4857,Sewing machine,1,2024-09-26 01:22:22 UTC,
77652,sewing machine,3995,Sewing machine walking foot,9,2024-08-07 19:50:43 UTC,
115219,mat,263,Reference materials,8,2024-10-06 17:16:39 UTC,
100822,compressor,628,Air compressor,17,2024-09-09 21:06:05 UTC,
114009,round nose pliers,2600,Jewelry making tool kit,2,2024-10-02 16:55:34 UTC,
114544,pole saw,4905,Pole saw,7,2024-10-04 16:09:02 UTC,
117558,crimper,4582,Compression crimper,1,2024-10-12 22:10:32 UTC,
118069,crimper,4582,Compression crimper,1,2024-10-13 17:25:26 UTC,
84925,paint ,1534,Drop cloth,76,2024-08-24 03:00:01 UTC,
123682,lathe,2015,Pen lathe,1,2024-10-31 20:31:38 UTC,
100300,oscillating,3182,Oscillating multi-tool,6,2024-09-09 01:37:34 UTC,
113237,router,2394,Plunge router,19,2024-09-29 21:27:05 UTC,
102976,sander,3604,Oscillating multi-tool,78,2024-09-14 01:00:15 UTC,
123505,multi tool,2353,Oscillating multi-tool,4,2024-10-31 00:38:12 UTC,
81201,coolers,1135,Cooler,11,2024-08-14 19:04:30 UTC,
127249,carpet,2435,Carpet and upholstery cleaner,13,2024-11-14 17:41:26 UTC,
105757,pole saw,2016,Pole saw,1,2024-09-18 05:02:49 UTC,43776
115415,router,5052,Router table with router,2,2024-10-07 16:01:09 UTC,
80974,spreader,1129,Seed spreader,7,2024-08-14 13:16:04 UTC,
103451,workbench,4128,Folding portable workbench,1,2024-09-14 17:42:59 UTC,43609
105549,scrape,5178,Wire brush w/ scraper,31,2024-09-17 15:29:34 UTC,
88722,sander,4344,Finish sander,8,2024-08-26 22:53:12 UTC,
124589,planer,4427,Thickness planer,3,2024-11-04 14:45:27 UTC,
81151,drill,4615,Drill bit set,16,2024-08-14 17:39:50 UTC,42008
85470,ice cream,3581,Two bowl ice cream maker,1,2024-08-24 21:23:31 UTC,
91093,sander,87,Palm sander,12,2024-09-02 01:18:09 UTC,
87700,aerator,4391,Garden and lawn aerator,1,2024-08-26 17:13:25 UTC,
77653,generator,4853,Power washer,10,2024-08-07 19:53:50 UTC,
108591,pruner ,5041,Electric pruning shears,2,2024-09-23 01:15:45 UTC,
84297,tents,126,Camping tent,20,2024-08-22 18:58:02 UTC,
105248,osc,4422,Oscilloscope,1,2024-09-16 18:21:07 UTC,
92866,cable cutter,4362,Cable cutter,1,2024-09-06 18:33:04 UTC,
121013,bosch,5175,Decorative router bit set,16,2024-10-22 16:05:19 UTC,
112998,cake,2050,Cake decorating kit,39,2024-09-28 23:43:16 UTC,44343
115982,angle grinder,408,Angle grinder (heavy duty),3,2024-10-09 23:12:40 UTC,44760
75512,router bits,5175,Decorative router bit set,4,2024-08-03 13:20:37 UTC,
76705,camping,5085,Camping cookware mess kit,2,2024-08-06 04:07:49 UTC,
103315,grout,2342,Grout remover,3,2024-09-14 20:00:02 UTC,
105609,party,3588,Folding table,12,2024-09-17 18:26:06 UTC,
127427,air fryer,1525,Air fryer,1,2024-11-15 04:07:20 UTC,
101269,camera,2805,Digital camera with zoom lens,12,2024-09-10 15:05:00 UTC,
125625,drain,3862,Auger-drain cleaner,3,2024-11-08 18:15:01 UTC,
82607,blower,829,Shop-vac,7,2024-08-18 19:04:04 UTC,
114388,sewing,5099,Sewing and quilting machine,4,2024-10-03 23:31:55 UTC,
76653,bike chain,2633,Bike multitool,4,2024-08-06 00:08:42 UTC,
115244,mortar,4860,Concrete mixer,13,2024-10-06 19:12:27 UTC,
105902,drill bit extension,4105,Flexible drill shaft extension,4,2024-09-18 16:52:31 UTC,43803
82321,sewing machine,4383,Sewing machine,6,2024-08-17 17:53:36 UTC,42183
115308,projector,4495,Mini LCD projector,4,2024-10-07 00:00:24 UTC,
81476,flooring,3053,Hardwood flooring cleat nailer,12,2024-08-15 14:33:15 UTC,
89098,projector ,5115,Mini LCD projector,2,2024-08-27 23:07:04 UTC,
79157,mower,1274,Gas lawn mower,10,2024-08-10 21:19:08 UTC,
112335,grinder,408,Angle grinder (heavy duty),4,2024-09-27 14:37:45 UTC,
102783,camping,5163,Sleeping pad,240,2024-09-13 16:03:12 UTC,43523
116476,heat gun,1628,Heat gun,6,2024-10-10 20:41:11 UTC,
104018,plane,4123,Benchtop jointer,27,2024-09-15 15:44:29 UTC,
